,Unnamed: 0,Company,Website,Source,Description,Location,SDG Goal,five Ps,Rainmaking SDG Subtopic,Impact Statement,Location of Impact
480,480,Disberse,http://www.disberse.com/,Rainmaking,Fund management platform for aid monitoring and delivery. The Future of Aid Finance is Here,United Kingdom,16,Peace,16.4 Civic tech platforms,Fund management platform for aid monitoring and delivery. The Future of Aid Finance is Here,"Swatziland, Uganda, Philippines"
481,481,DMP Microlearning,http://aiar.io/,Rainmaking,Digital marketing and sales training and resources,Sweden,4,People,,AIAR is democratizing education for the 2.5 billion people in need worldwide. By using new technology to innovate totally new processes; instead of repairing old ones; AIAR is providing the world’s first mobile ecosystem for lifelong learning with 360° content scope.,Developed Markets; Emerging Markets; Frontier Markets
482,482,Moixa,https://www.moixa.com/,Rainmaking,"Moixa Technology develops Smart Storage and DC (Direct Current) technologies, and proprietary solutions, that enable more efficient power for Lighting and electronics and renewable and battery storage integration. The company develops Maslow, which is a smart energy storage system for residential or commercial applications. It is designed for compact, wall-mounted installation behind the meter. Currently available in 3 variants; 2 kWh, 3 kWh and 4-6 kWh. They also provide an option for residential storage users to connect their battery to the grid.",United Kingdom,7,Prosperity,7.3 Energy Storage,Residential and commercial energy storage solution provider,United Kingdom
483,483,Doctrin,http://doctrin.se,Rainmaking,"Doctrin AB offers a cloud-based patient medical history solutions for healthcare providers. The company has developed a system where a patient can fill in the medical history on the cell phone, the Web or in the waiting room. The answers are compiled and sent to the medical record system so that doctors even before the patient visit, answers to the key questions.",Sweden,3,People,,We help healthcare providers to digitize patient travel,Developed Markets
484,484,DoLand,https://thisisdoland.com/,Rainmaking,"Purpose matters. Metoa engages people in investments by helping them make a difference while their savings grow. The digital platform guides them, tailors an investment to their beliefs and financial situation, and tells the good story about the difference they make - for instance, within green energy, innovative healthcare and entrepreneurs in developing countries.",Denmark,9,Prosperity,9.4 Data-based SME financing for developing markets,DoLand gives you a professional and personal investment strategy that combines good returns and sustainability.,Denmark
485,485,DoLessons,https://dolessons.com/,Rainmaking,"Students are seeking to take after-school academic coaching from expert tutors, whereas, tutors are searching for tutoring opportunities to earn extra income for their free time. DoLessons connects these students to verified tutors for for learning",Nigeria,4,People,,Best affordable tutoring services,
486,486,DoPay,https://dopay.com/,Rainmaking,dopay s mission is to become the day to day bank in markets with largely unbanked and financially underserved populations. dopay s provide a cloud based payroll service that allows employers to calculate salaries and pay all employees electronically. Unbanked employees receive their salary in a dopay account which comes with a debit card. Employees can manage their day to day finance with the dopay app which gives them instant and real time access to their balance. It also lets users top up their prepaid mobile and send money anywhere anytime.,United Kingdom,1,People,1.1 Mobile connectivity for financial inclusion,Payroll solutions for tomorrow s economies,"Egypt, Ghana, United Kingdom of Great Britain and Northern Irela, Netherlands"
487,487,Dottli Oy,http://www.dottli.com,Rainmaking,"Dottli is a diabetes management mobile app. The app allows users to keep track of meals, glucose, exercise and mood. Users can use the charting tools to visualize trends in the data. All the data and goals can be shared with care circle to get support and motivation. Additional features include HbA1c estimation and analysis of the effect of food and activity on glucose levels.",Finland,3,People,,Diabetes management mobile app,Developed Markets
488,488,DPO,https://www.dpogroup.com/africa/,Rainmaking,3G Direct Pay is a global e commerce and online shopping services provider. The company provides state of the art online facilities supporting real time shopping and payments. Including multi card multi currency and PayPal services.,Kenya,1,People,1.1 Mobile connectivity for financial inclusion,To provide facilities supporting real time shopping and payments.,Eastern Africa
489,489,Dreamivill,http://www.dreamivill.com/,Rainmaking,"Dreamivill is a co-creative, co-working, co-living and co-learning eco village. We seek to bring exposure to the under privileged through sharing of dreams",Ghana,4,People,,an incubation hub for local unemployed youth where they are challenged to dream an entrepreneurial future and are given the training and skills needed to turn these dreams into a reality.,
